Time,X_target,Y_target,Angle_target,X_actual,Y_actual,Angle_actual,U[0],U[1],Uc[0],Uc[1]
1454987309925,610.0,0.0,1.5707963267948966,610.0,0.0,1.5707963267948966,50.759897226434006,76.939836006348926,0,0
1454987310925,606.6583561746467,63.762362593268605,1.6755160819145563,608.32917808732338,63.806114604830036,1.675516081914556,50.759897226433978,76.939836006348955,0.85575082247079526,0.8557508224707715
1454987311925,596.6700364476214,126.82613139883318,1.7802358370342162,599.99795400518269,127.08804419078487,1.780235837034216,50.759897226434013,76.939836006348941,-2.0483920436873779,-2.0483920436874019
1454987312925,580.1444749400437,188.5003665687179,1.8849555921538759,585.09760638804266,189.15245869472565,1.8849555921538759,50.75989722643402,76.939836006348941,1.9417482208935186,1.9417482208935193
1454987313925,557.2627291619865,248.1093522762381,1.9896753472735356,563.79138656249484,249.31936740353351,1.9896753472735353,50.759897226433942,76.93983600634887,0.48486042474237911,0.48486042474235569
1454987314925,528.2754963085076,304.99999999999994,2.0943951023931953,536.31272993156108,306.92956907465958,2.0943951023931948,50.759897226434063,76.93983600634904,-3.9494597681411889,-3.9494597681412369
1454987315925,493.50036656871794,358.5490038984086,2.199114857512855,502.96269840756838,361.35187428288549,2.1991148575128552,50.759897226433964,76.939836006348827,5.37398974301147,5.3739897430114718
1454987316925,453.31834354121054,408.16966987890345,2.3038346126325147,464.10668191483649,411.99002086375009,2.3038346126325147,50.759897226434035,76.939836006349012,-4.8933502675026084,-4.8933502675026084
1454987317925,408.1696698789035,453.3183435412104,2.4085543677521746,420.17039510120384,458.28920668660021,2.408554367752175,50.75989722643402,76.939836006348997,-3.7726328096532722,-3.7726328096532242
1454987318925,358.5490038984086,493.50036656871794,2.5132741228718345,371.63521311925979,499.74216818283304,2.5132741228718354,50.759897226433964,76.939836006348827,-7.6612841122217272,-7.6612841122216349
1454987319925,305.00000000000006,528.2754963085075,2.617993877991494,319.03289757943833,535.89473803170597,2.6179938779914949,50.759897226433942,76.939836006348926,8.6710968213744355,8.6710968213745296
1454987320925,248.10935227623824,557.2627291619865,2.722713633111154,262.93977045853592,566.35082111254326,2.7227136331111552,50.759897226434099,76.939836006349083,6.6850347873101699,6.685034787310312
1454987321925,188.50036656871794,580.1444749400437,2.827433388230814,203.97039979553051,590.77673420576616,2.8274333882308156,50.759897226433978,76.939836006348855,-8.4157931911731367,-8.415793191172952
